,index,Player,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Season,cluster
43,125,Ersan Ilyasova,15.7,2.3,5.0,0.466,0.8,2.2,0.365,1.1,1.4,0.828,0.5,1.5,1.0,3.8,4.8,0.8,0.4,0.3,6.6,2019.0,0
44,128,Facundo Campazzo,20.35,1.85,4.699999999999999,0.3935,1.15,3.0999999999999996,0.3665,1.0,1.2,0.8445,1.1,1.95,0.35,1.5499999999999998,1.9,3.05,1.05,0.2,5.85,2020.5,0
45,129,Frank Jackson,17.4,2.8,6.95,0.398,1.2000000000000002,3.8499999999999996,0.312,1.1,1.4500000000000002,0.79,0.8500000000000001,1.35,0.35,1.0,1.35,0.85,0.4,0.15000000000000002,7.85,2020.0,0
46,130,Frank Kaminsky,15.2,2.6,5.5,0.471,0.7,1.8,0.365,0.8,1.3,0.617,0.5,1.5,0.8,3.2,4.0,1.7,0.3,0.4,6.6,2020.0,0
47,131,Frank Ntilikina,17.35,1.95,5.25,0.3715,0.8500000000000001,2.5,0.331,0.8,0.85,0.9319999999999999,0.8999999999999999,1.8,0.30000000000000004,1.7,2.0,2.2,0.8,0.25,5.6,2020.0,0
48,142,Georges Niang,18.2,2.8666666666666667,6.533333333333334,0.437,1.7333333333333332,4.333333333333333,0.4046666666666667,0.5666666666666668,0.6333333333333333,0.907,0.6666666666666666,1.7666666666666668,0.26666666666666666,2.066666666666667,2.3333333333333335,1.0666666666666667,0.39999999999999997,0.16666666666666666,8.0,2020.0,0
49,149,Grant Williams,18.26666666666667,1.8333333333333333,3.966666666666667,0.451,0.8333333333333334,2.233333333333333,0.3496666666666666,0.6333333333333333,0.8666666666666667,0.7283333333333334,0.7333333333333334,2.3000000000000003,0.7666666666666666,2.1333333333333333,2.8666666666666667,1.0333333333333334,0.4000000000000001,0.5,5.1000000000000005,2020.0,0
50,151,Hamidou Diallo,19.05,3.4,6.9,0.498,0.35,1.25,0.30400000000000005,1.7,2.45,0.7090000000000001,1.1,2.15,1.0,3.0,4.0,1.2999999999999998,0.75,0.45,8.85,2020.5,0
51,156,Isaac Bonga,18.9,1.8,3.5,0.504,0.4,1.1,0.352,1.0,1.3,0.812,0.9,2.4,1.1,2.3,3.4,1.2,0.7,0.3,5.0,2019.0,0
52,158,Isaiah Hartenstein,15.6,3.1,4.8,0.649,0.1,0.1,0.667,1.0,1.8,0.595,0.9,2.5,1.8,2.9,4.7,1.5,0.8,1.2,7.3,2021.0,0
53,161,Ish Smith,19.95,3.35,7.699999999999999,0.432,0.55,1.4,0.4335,0.55,0.8500000000000001,0.548,1.15,1.15,0.25,2.0,2.25,3.6500000000000004,0.65,0.30000000000000004,7.85,2020.0,0
54,162,Ivica Zubac,21.8,3.5333333333333337,5.466666666666666,0.6433333333333333,0.0,0.03333333333333333,0.08333333333333333,2.1,2.733333333333333,0.7656666666666667,1.0,2.3,2.6333333333333333,5.0,7.633333333333333,1.1333333333333333,0.3333333333333333,0.9333333333333332,9.1,2020.0,0
55,165,JaMychal Green,18.233333333333334,2.5,5.733333333333334,0.432,1.1333333333333333,3.1666666666666665,0.3273333333333333,0.6666666666666666,0.8666666666666667,0.7783333333333333,0.9666666666666667,2.533333333333333,1.2333333333333334,3.5666666666666664,4.833333333333333,0.8666666666666667,0.5666666666666668,0.43333333333333335,6.733333333333333,2020.0,0
56,166,JaVale McGee,16.05,3.5999999999999996,5.5,0.652,0.0,0.05,0.25,1.1,1.65,0.6465000000000001,1.2000000000000002,2.3499999999999996,2.1,4.25,6.35,0.5,0.4,1.1,8.3,2020.0,0
57,170,Jakob Poeltl,22.2,3.15,5.1,0.62,0.0,0.0,0.0,0.75,1.55,0.48650000000000004,1.0,2.2,2.6,4.25,6.800000000000001,1.85,0.6499999999999999,1.6,7.1,2019.5,0
58,176,James Ennis,18.3,2.3,5.2,0.446,0.8,2.4,0.325,1.1,1.4,0.806,0.8,2.0,1.0,2.5,3.6,0.9,0.5,0.3,6.6,2019.0,0
59,178,James Johnson,20.5,2.9,6.4,0.446,0.6,2.4,0.258,0.9,1.5,0.592,1.1,2.4,0.6,2.8,3.5,1.9,0.8,0.8,7.2,2020.0,0
60,181,Jarred Vanderbilt,20.4,2.3,4.050000000000001,0.5725,0.0,0.2,0.1,0.95,1.4500000000000002,0.6935,0.9,2.4,2.5,4.6,7.1,1.2,1.15,0.75,5.6,2020.5,0
61,184,Javonte Green,20.6,2.1,4.2,0.495,0.4,1.1,0.385,0.8,1.0,0.75,0.7,2.0,1.5,2.7,4.3,0.7,0.8,0.3,5.4,2021.0,0
62,189,Jeff Teague,21.05,2.9000000000000004,6.75,0.4345,0.7,1.75,0.40349999999999997,2.25,2.5999999999999996,0.8605,1.6,1.4,0.4,1.6,2.0,3.8,0.6499999999999999,0.25,8.8,2019.5,0
63,191,Jeremiah Robinson-Earl,21.9,2.7,6.3,0.418,1.0,3.1,0.338,0.5,0.7,0.647,0.9,1.4,1.7,4.1,5.8,0.9,0.6,0.3,6.8,2021.0,0
64,204,Jordan Nwora,17.7,2.6,6.6,0.396,1.2,3.4,0.361,0.5,0.6,0.846,1.2,1.0,0.5,2.7,3.2,1.1,0.2,0.4,7.0,2021.0,0
65,209,Josh Okogie,22.65,2.2,5.35,0.4145,0.6,2.15,0.2675,1.95,2.45,0.7825,1.0499999999999998,2.1500000000000004,1.25,2.25,3.45,1.35,1.0,0.45,7.0,2019.5,0
66,212,Juan Toscano-Anderson,18.7,2.2,3.8499999999999996,0.562,0.55,1.5,0.346,0.55,0.8,0.6885,1.15,1.8,0.5,3.0999999999999996,3.6,2.5,0.75,0.45,5.5,2020.5,0
67,213,Juancho Hernangomez,17.3,2.5,5.8,0.435,1.1,3.2,0.327,1.2,1.9,0.619,0.5,1.0,0.9,3.1,3.9,0.7,0.4,0.1,7.2,2020.0,0
68,220,K.J. Martin,15.5,2.9,5.3,0.552,0.4,1.4,0.29,0.7,1.0,0.652,0.5,1.1,0.6,2.5,3.1,0.9,0.4,0.5,6.9,2021.0,0
69,224,Kelan Martin,16.8,2.8,6.7,0.417,0.8,2.9,0.291,0.4,0.6,0.636,0.7,1.4,0.6,1.3,1.9,0.9,0.5,0.4,6.8,2021.0,0
70,230,Kenrich Williams,21.05,3.05,6.1,0.49750000000000005,0.75,1.9,0.397,0.65,1.25,0.569,1.0,2.0,1.15,2.7,3.8,2.05,0.8,0.25,7.5,2020.5,0
71,231,Kent Bazemore,21.366666666666664,2.3333333333333335,6.1000000000000005,0.38566666666666666,1.0,2.9,0.3513333333333333,1.0333333333333332,1.3666666666666665,0.7433333333333333,0.9666666666666668,2.533333333333333,0.3333333333333333,2.8666666666666667,3.1999999999999997,1.2666666666666668,1.0,0.4666666666666666,6.766666666666667,2020.0,0
72,235,Kevin Knox,17.9,2.2,6.2,0.359,1.0,3.1,0.327,1.0,1.6,0.653,0.7,1.6,0.4,2.4,2.8,0.9,0.4,0.4,6.4,2019.0,0
73,238,Kevon Looney,18.35,1.9500000000000002,3.65,0.5315000000000001,0.05,0.15,0.1175,0.75,1.25,0.6035,0.6499999999999999,2.3,2.2,3.65,5.8,1.55,0.4,0.55,4.65,2020.5,0
74,239,Khem Birch,21.666666666666668,2.3333333333333335,4.666666666666667,0.5023333333333334,0.06666666666666667,0.4000000000000001,0.08333333333333333,1.4666666666666668,2.0666666666666664,0.695,0.6333333333333333,1.8,2.566666666666667,2.8000000000000003,5.366666666666667,1.2,0.7000000000000001,0.5666666666666667,6.166666666666667,2020.0,0
75,246,Kyle Korver,16.5,2.2,5.1,0.43,1.7,4.1,0.418,0.6,0.7,0.854,0.8,1.3,0.3,1.8,2.1,1.2,0.4,0.2,6.7,2019.0,0
76,267,Marc Gasol,22.75,2.2,5.0,0.4405,1.15,2.8499999999999996,0.39749999999999996,0.75,1.05,0.7275,1.15,2.5,0.7,4.45,5.15,2.7,0.65,1.0,6.25,2019.5,0
77,273,Markieff Morris,19.633333333333333,3.0666666666666664,7.033333333333334,0.43500000000000005,1.1333333333333335,3.1666666666666665,0.35366666666666663,0.7333333333333334,0.9333333333333332,0.832,1.1333333333333335,2.066666666666667,0.9333333333333332,2.733333333333333,3.6666666666666665,1.2999999999999998,0.39999999999999997,0.2333333333333333,8.033333333333333,2020.0,0
78,274,Marquese Chriss,20.3,3.6,6.5,0.545,0.1,0.7,0.205,2.0,2.6,0.769,1.3,2.1,1.9,4.3,6.2,1.9,0.7,1.1,9.3,2019.0,0
79,275,Marvin Williams,19.5,2.1,4.6,0.446,1.0,2.7,0.359,0.8,1.0,0.86,0.6,1.8,0.5,2.6,3.2,1.0,0.6,0.5,5.9,2019.0,0
80,277,Matisse Thybulle,21.633333333333336,1.9000000000000001,4.1,0.454,0.7333333333333333,2.266666666666667,0.3183333333333333,0.3,0.4333333333333333,0.6846666666666666,0.7666666666666666,2.1333333333333333,0.5666666666666667,1.4666666666666668,2.0,1.0999999999999999,1.6333333333333335,1.0333333333333334,4.766666666666667,2020.0,0
81,280,Maurice Harkless,23.0,2.3,4.6,0.502,0.5,1.6,0.347,0.6,1.1,0.591,0.9,2.4,0.9,3.0,3.9,1.1,0.9,0.5,5.8,2019.0,0
82,281,Max Strus,20.2,2.9,6.4,0.448,1.9,4.7,0.405,0.6,0.9,0.688,0.7,1.4,0.3,2.8,3.1,0.8,0.4,0.1,8.3,2021.0,0
83,284,Meyers Leonard,20.3,2.3,4.6,0.509,1.0,2.5,0.414,0.4,0.5,0.643,0.8,2.1,0.6,4.5,5.1,1.1,0.3,0.3,6.1,2019.0,0
84,288,Mike Muscala,14.6,2.7,5.9,0.455,1.7,3.9,0.433,1.4,1.8,0.8,0.4,1.3,0.4,2.9,3.3,0.5,0.4,0.6,8.5,2021.0,0
85,289,Mike Scott,17.25,1.85,4.6,0.393,1.1,3.1,0.35550000000000004,0.30000000000000004,0.35,0.7390000000000001,0.4,1.4,0.6,2.4000000000000004,3.0,0.8,0.4,0.2,5.1,2019.5,0
86,294,Mohamed Bamba,21.75,3.1500000000000004,6.8999999999999995,0.4595,0.95,2.9,0.3365,0.65,0.85,0.6970000000000001,1.1,2.3,1.9000000000000001,4.949999999999999,6.9,1.25,0.6000000000000001,1.8,7.95,2020.0,0
87,300,Nassir Little,17.85,2.35,5.0,0.47250000000000003,0.8,2.35,0.3335,0.9500000000000001,1.15,0.8140000000000001,0.65,1.6,1.0499999999999998,2.95,4.0,0.65,0.45,0.44999999999999996,6.45,2020.5,0
88,301,Naz Reid,17.9,3.9,7.65,0.51,0.9,2.5,0.3605,1.5,2.2,0.699,0.9,2.55,1.25,2.8499999999999996,4.1,0.85,0.5,1.05,10.2,2020.5,0
89,302,Nemanja Bjelica,21.049999999999997,3.4000000000000004,7.05,0.476,1.4,3.4000000000000004,0.40249999999999997,0.9,1.2,0.7675,1.2999999999999998,2.15,1.2,3.9,5.15,2.15,0.8500000000000001,0.44999999999999996,9.0,2020.0,0
90,303,Nerlens Noel,21.35,2.55,3.95,0.649,0.0,0.0,0.1665,1.05,1.4,0.7344999999999999,1.05,2.75,1.85,3.8,5.65,0.8,1.05,1.85,6.25,2019.5,0
91,307,Nicolo Melli,17.4,2.3,5.4,0.421,1.1,3.4,0.335,0.9,1.2,0.74,0.8,2.1,0.6,2.4,3.0,1.4,0.6,0.4,6.6,2019.0,0
92,313,Omari Spellman,18.1,2.6,6.0,0.431,0.9,2.2,0.391,1.5,1.9,0.793,1.1,1.3,1.6,2.9,4.5,1.0,0.7,0.5,7.6,2019.0,0
93,315,Otto Porter,19.1,2.5,5.5,0.448,1.6,4.0,0.41,0.6,0.8,0.75,0.6,1.4,0.8,3.9,4.6,1.1,0.9,0.3,7.1,2021.0,0
94,316,P.J. Dozier,18.9,2.0,5.5,0.364,0.8,2.7,0.312,0.6,0.7,0.769,0.7,1.8,0.8,2.7,3.5,1.6,0.6,0.3,5.4,2021.0,0
95,326,Paul Millsap,18.7,2.9,6.333333333333333,0.43966666666666665,0.7666666666666666,2.0666666666666664,0.3463333333333334,1.3999999999999997,1.8333333333333333,0.7486666666666667,0.9333333333333332,2.3333333333333335,1.4666666666666668,3.1999999999999997,4.666666666666667,1.4333333333333336,0.6666666666666666,0.5333333333333333,7.966666666666666,2020.0,0
96,329,Precious Achiuwa,19.3,2.7,6.25,0.465,0.15,0.6,0.1345,0.9,1.75,0.526,0.9,2.0,1.75,4.050000000000001,5.8,1.05,0.4,0.55,6.5,2020.5,0
97,331,R.J. Hampton,18.049999999999997,2.7,6.25,0.428,0.75,2.15,0.358,1.2000000000000002,1.9000000000000001,0.632,1.35,1.2999999999999998,0.44999999999999996,2.8,3.25,2.0,0.45,0.2,7.300000000000001,2020.5,0
98,332,Rajon Rondo,18.8,2.5,5.8,0.43,0.8500000000000001,2.3,0.366,0.5,0.65,0.8,1.85,1.2,0.45,2.25,2.7,4.7,0.8,0.05,6.25,2019.5,0
99,333,Raulzinho Neto,17.966666666666665,2.733333333333333,5.866666666666667,0.4603333333333333,0.7000000000000001,1.9666666666666668,0.3503333333333334,1.0333333333333332,1.2666666666666668,0.81,0.9666666666666667,1.4000000000000001,0.26666666666666666,1.5666666666666667,1.8333333333333333,2.1999999999999997,0.7666666666666667,0.06666666666666667,7.099999999999999,2020.0,0
100,340,Robin Lopez,16.8,3.0,5.25,0.5625,0.3,0.9500000000000001,0.3055,0.8999999999999999,1.35,0.6255,1.05,1.5,1.4,1.7000000000000002,3.0999999999999996,0.75,0.2,0.6499999999999999,7.2,2019.5,0
101,344,Romeo Langford,18.5,1.8,4.3,0.415,0.8,1.9,0.417,0.5,0.6,0.75,0.5,1.3,0.8,2.2,3.0,0.5,0.4,0.1,4.8,2021.0,0
102,345,Rondae Hollis-Jefferson,18.7,2.6,5.5,0.471,0.1,0.4,0.13,1.8,2.4,0.734,1.0,1.9,1.8,2.9,4.7,1.8,0.8,0.4,7.0,2019.0,0
103,361,Solomon Hill,19.85,1.7,4.45,0.3775,1.05,2.95,0.34450000000000003,0.6,0.75,0.751,0.75,1.5,0.55,2.3499999999999996,2.9,1.4500000000000002,0.7,0.2,5.0,2019.5,0
104,365,Sterling Brown,17.200000000000003,1.9333333333333333,4.866666666666666,0.3913333333333333,1.0666666666666667,2.9333333333333336,0.3406666666666667,0.4333333333333333,0.5333333333333333,0.8686666666666666,0.7666666666666666,1.3666666666666665,0.6666666666666666,3.0,3.7000000000000006,1.0666666666666667,0.6,0.13333333333333333,5.433333333333333,2020.0,0
105,367,Svi Mykhailiuk,20.466666666666665,2.9333333333333336,6.966666666666666,0.4183333333333333,1.6000000000000003,4.433333333333333,0.35700000000000004,0.7999999999999999,0.9666666666666668,0.8276666666666667,1.0333333333333334,1.3,0.46666666666666673,1.8999999999999997,2.3333333333333335,1.5666666666666664,0.7666666666666666,0.13333333333333333,8.200000000000001,2020.0,0
106,370,Taj Gibson,16.5,2.7,4.6,0.584,0.1,0.2,0.286,0.7,0.9,0.732,0.8,2.0,1.8,2.5,4.3,0.8,0.4,0.5,6.1,2019.0,0
107,371,Talen Horton-Tucker,20.1,3.4,7.5,0.458,0.6,2.0,0.282,1.5,2.0,0.775,1.6,2.0,0.4,2.2,2.6,2.8,1.0,0.3,9.0,2020.0,0
108,373,Terance Mann,18.333333333333332,2.3666666666666667,4.966666666666667,0.47533333333333333,0.6,1.5666666666666664,0.36866666666666664,1.0333333333333334,1.3333333333333333,0.7600000000000001,0.7000000000000001,1.7666666666666664,0.8333333333333334,2.5,3.3333333333333335,1.7333333333333334,0.43333333333333335,0.13333333333333333,6.3,2020.0,0
109,374,Terence Davis,17.200000000000003,3.0,6.8,0.442,1.4500000000000002,3.9000000000000004,0.3775,0.7,0.8500000000000001,0.841,1.05,1.65,0.5,2.4000000000000004,2.9,1.5,0.6,0.2,8.1,2019.5,0
110,375,Terrance Ferguson,22.5,1.4,3.9,0.355,0.9,3.0,0.292,0.3,0.4,0.75,0.6,2.8,0.4,0.9,1.3,0.9,0.5,0.3,3.9,2019.0,0
111,385,Tomas Satoransky,22.23333333333333,2.5,5.766666666666667,0.42733333333333334,0.6,1.9333333333333336,0.2973333333333333,1.1333333333333333,1.3666666666666665,0.8246666666666665,1.4666666666666668,1.6333333333333335,0.7666666666666666,2.033333333333333,2.8000000000000003,4.033333333333334,0.7333333333333334,0.10000000000000002,6.8,2020.0,0
112,387,Tony Snell,20.333333333333332,1.8333333333333333,4.066666666666666,0.4283333333333334,1.1666666666666667,2.733333333333333,0.4203333333333334,0.26666666666666666,0.26666666666666666,1.0,0.3666666666666667,1.4000000000000001,0.2333333333333333,1.7,1.9333333333333333,1.3666666666666665,0.3333333333333333,0.2333333333333333,5.066666666666666,2020.0,0
113,388,Torrey Craig,16.766666666666666,2.1333333333333333,4.433333333333333,0.47733333333333333,0.7333333333333334,2.1666666666666665,0.323,0.4666666666666666,0.6333333333333333,0.719,0.5,1.8666666666666665,1.1333333333333333,2.3666666666666667,3.5,0.9,0.4666666666666666,0.4666666666666666,5.433333333333334,2020.0,0
114,395,Trey Lyles,18.05,2.45,5.75,0.4285,0.9,2.75,0.3395,1.1,1.4500000000000002,0.7565,0.75,1.4500000000000002,1.25,3.6999999999999997,4.95,0.9,0.35,0.30000000000000004,7.0,2020.0,0
115,404,Tyus Jones,18.333333333333332,2.6999999999999997,6.033333333333334,0.45333333333333337,0.7333333333333334,2.0,0.377,0.6999999999999998,0.7999999999999999,0.8523333333333333,0.7333333333333334,0.5333333333333333,0.19999999999999998,1.7666666666666668,2.0,4.033333333333334,0.8666666666666667,0.10000000000000002,6.900000000000001,2020.0,0
116,407,Wesley Iwundu,18.3,1.9,4.5,0.416,0.5,1.6,0.341,1.5,1.9,0.804,0.5,1.5,0.5,2.1,2.5,1.2,0.5,0.2,5.8,2019.0,0
117,408,Wesley Matthews,21.95,2.0,5.3,0.3745,1.35,3.9000000000000004,0.34950000000000003,0.7,0.85,0.8095,0.5,1.45,0.3,1.7000000000000002,2.05,1.15,0.6499999999999999,0.2,6.1,2019.5,0
118,411,"Xavier Tillman, Sr.",16.15,2.3,4.65,0.495,0.30000000000000004,1.15,0.264,0.7,0.95,0.7035,0.7,1.45,1.2000000000000002,2.5,3.7,1.35,0.9,0.5,5.6,2020.5,0
119,413,Ziaire Williams,17.8,1.8,5.2,0.354,0.8,3.4,0.246,0.2,0.3,0.667,0.6,1.7,0.3,1.2,1.5,0.6,0.4,0.3,4.7,2021.0,0
